HCPCS Code,Short Descriptor,SI,APC ,Relative Weight,Payment Rate ,National Unadjusted Copayment ,Minimum Unadjusted Copayment ,Column1,Column2,Column3
12041,Intmd rpr n-hf/genit 2.5cm/<,Q2,5052,3.9547,$319.51,.,$63.91,,,
12042,Intmd rpr n-hf/genit2.6-7.5,T,5052,3.9547,$319.51,.,$63.91,,,
12044,Intmd rpr n-hf/genit7.6-12.5,T,5053,6.1518,$497.02,.,$99.41,,,
12045,Intmd rpr n-hf/genit12.6-20,T,5053,6.1518,$497.02,.,$99.41,,,
12046,Intmd rpr n-hf/genit20.1-30,T,5052,3.9547,$319.51,.,$63.91,,,
12047,Intmd rpr n-hf/genit >30.0cm,T,5054,20.0852,"$1,622.74",.,$324.55,,,
12051,Intmd rpr face/mm 2.5 cm/<,T,5052,3.9547,$319.51,.,$63.91,,,
12052,Intmd rpr face/mm 2.6-5.0 cm,T,5052,3.9547,$319.51,.,$63.91,,,
12053,Intmd rpr face/mm 5.1-7.5 cm,T,5052,3.9547,$319.51,.,$63.91,,,
12054,Intmd rpr face/mm 7.6-12.5cm,Q2,5052,3.9547,$319.51,.,$63.91,,,
12055,Intmd rpr face/mm 12.6-20 cm,T,5052,3.9547,$319.51,.,$63.91,,,
12056,Intmd rpr face/mm 20.1-30.0,Q2,5052,3.9547,$319.51,.,$63.91,,,
12057,Intmd rpr face/mm >30.0 cm,T,5052,3.9547,$319.51,.,$63.91,,,
13100,Cmplx rpr trunk 1.1-2.5 cm,T,5053,6.1518,$497.02,.,$99.41,,,
13101,Cmplx rpr trunk 2.6-7.5 cm,T,5053,6.1518,$497.02,.,$99.41,,,
13102,Cmplx rpr trunk addl 5cm/<,N,,,,,,,,
13120,Cmplx rpr s/a/l 1.1-2.5 cm,T,5053,6.1518,$497.02,.,$99.41,,,
13121,Cmplx rpr s/a/l 2.6-7.5 cm,T,5053,6.1518,$497.02,.,$99.41,,,
13122,Cmplx rpr s/a/l addl 5 cm/>,N,,,,,,,,
13131,Cmplx rpr f/c/c/m/n/ax/g/h/f,T,5052,3.9547,$319.51,.,$63.91,,,
13132,Cmplx rpr f/c/c/m/n/ax/g/h/f,T,5053,6.1518,$497.02,.,$99.41,,,
13133,Cmplx rpr f/c/c/m/n/ax/g/h/f,N,,,,,,,,
13151,Cmplx rpr e/n/e/l 1.1-2.5 cm,T,5053,6.1518,$497.02,.,$99.41,,,
13152,Cmplx rpr e/n/e/l 2.6-7.5 cm,T,5053,6.1518,$497.02,.,$99.41,,,
13153,Cmplx rpr e/n/e/l addl 5cm/<,N,,,,,,,,
13160,Late closure of wound,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14000,Tis trnfr trunk 10 sq cm/<,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14001,Tis trnfr trunk 10.1-30sqcm,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14020,Tis trnfr s/a/l 10 sq cm/<,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14021,Tis trnfr s/a/l 10.1-30 sqcm,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14040,Tis trnfr f/c/c/m/n/a/g/h/f,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14041,Tis trnfr f/c/c/m/n/a/g/h/f,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14060,Tis trnfr e/n/e/l 10 sq cm/<,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14061,Tis trnfr e/n/e/l10.1-30sqcm,T,5054,20.0852,"$1,622.74",.,$324.55,,,
14301,Tis trnfr any 30.1-60 sq cm,T,5055,36.8508,"$2,977.29",.,$595.46,,,
14302,Tis trnfr addl 30 sq cm,N,,,,,,,,
14350,Filleted finger/toe flap,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15002,Wound prep trk/arm/leg,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15003,Wound prep addl 100 cm,N,,,,,,,,
15004,Wound prep f/n/hf/g,T,5053,6.1518,$497.02,.,$99.41,,,
15005,Wnd prep f/n/hf/g addl cm,N,,,,,,,,
15040,Harvest cultured skin graft,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15050,Skin pinch graft,T,5053,6.1518,$497.02,.,$99.41,,,
15100,Skin splt grft trnk/arm/leg,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15101,Skin splt grft t/a/l add-on,N,,,,,,,,
15110,Epidrm autogrft trnk/arm/leg,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15111,Epidrm autogrft t/a/l add-on,N,,,,,,,,
15115,Epidrm a-grft face/nck/hf/g,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15116,Epidrm a-grft f/n/hf/g addl,N,,,,,,,,
15120,Skn splt a-grft fac/nck/hf/g,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15121,Skn splt a-grft f/n/hf/g add,N,,,,,,,,
15130,Derm autograft trnk/arm/leg,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15131,Derm autograft t/a/l add-on,N,,,,,,,,
15135,Derm autograft face/nck/hf/g,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15136,Derm autograft f/n/hf/g add,N,,,,,,,,
15150,Cult skin grft t/arm/leg,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15151,Cult skin grft t/a/l addl,N,,,,,,,,
15152,Cult skin graft t/a/l +%,N,,,,,,,,
15155,Cult skin graft f/n/hf/g,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15156,Cult skin grft f/n/hfg add,N,,,,,,,,
15157,Cult epiderm grft f/n/hfg +%,N,,,,,,,,
15200,Skin full graft trunk,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15201,Skin full graft trunk add-on,N,,,,,,,,
15220,Skin full graft sclp/arm/leg,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15221,Skin full graft add-on,N,,,,,,,,
15240,Skin full grft face/genit/hf,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15241,Skin full graft add-on,N,,,,,,,,
15260,Skin full graft een & lips,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15261,Skin full graft add-on,N,,,,,,,,
15271,Skin sub graft trnk/arm/leg,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15272,Skin sub graft t/a/l add-on,N,,,,,,,,
15273,Skin sub grft t/arm/lg child,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15274,Skn sub grft t/a/l child add,N,,,,,,,,
15275,Skin sub graft face/nk/hf/g,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15276,Skin sub graft f/n/hf/g addl,N,,,,,,,,
15277,Skn sub grft f/n/hf/g child,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15278,Skn sub grft f/n/hf/g ch add,N,,,,,,,,
15570,Skin pedicle flap trunk,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15572,Skin pedicle flap arms/legs,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15574,Pedcle fh/ch/ch/m/n/ax/g/h/f,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15576,Pedicle e/n/e/l/ntroral,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15600,Delay flap trunk,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15610,Delay flap arms/legs,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15620,Delay flap f/c/c/n/ax/g/h/f,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15630,Delay flap eye/nos/ear/lip,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15650,Transfer skin pedicle flap,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15730,Mdfc flap w/prsrv vasc pedcl,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15731,Forehead flap w/vasc pedicle,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15733,Musc myoq/fscq flp h&n pedcl,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15734,Muscle-skin graft trunk,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15736,Muscle-skin graft arm,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15738,Muscle-skin graft leg,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15740,Island pedicle flap graft,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15750,Neurovascular pedicle flap,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15756,Free myo/skin flap microvasc,C,,,,,,,,
15757,Free skin flap microvasc,C,,,,,,,,
15758,Free fascial flap microvasc,C,,,,,,,,
15760,Composite skin graft,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15769,Grfg autol soft tiss dir exc,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15770,Derma-fat-fascia graft,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15771,Grfg autol fat lipo 50 cc/<,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15772,Grfg autol fat lipo ea addl,N,,,,,,,,
15773,Grfg autol fat lipo 25 cc/<,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15774,Gfrg autol fat lipo ea addl,N,,,,,,,,
15775,Hair trnspl 1-15 punch grfts,T,5052,3.9547,$319.51,.,$63.91,,,
15776,Hair trnspl >15 punch grafts,T,5052,3.9547,$319.51,.,$63.91,,,
15777,Acellular derm matrix implt,N,,,,,,,,
15780,Dermabrasion total face,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15781,Dermabrasion segmental face,T,5071,7.5503,$610.01,.,$122.01,,,
15782,Dermabrasion other than face,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15783,Dermabrasion suprfl any site,T,5052,3.9547,$319.51,.,$63.91,,,
15786,Abrasion lesion single,Q1,5051,2.1627,$174.73,.,$34.95,,,
15787,Abrasion lesions add-on,N,,,,,,,,
15788,Chemical peel face epiderm,Q1,5051,2.1627,$174.73,.,$34.95,,,
15789,Chemical peel face dermal,T,5053,6.1518,$497.02,.,$99.41,,,
15792,Chemical peel nonfacial,Q1,5052,3.9547,$319.51,.,$63.91,,,
15793,Chemical peel nonfacial,Q1,5052,3.9547,$319.51,.,$63.91,,,
15819,Plastic surgery neck,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15820,Revision of lower eyelid,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15821,Revision of lower eyelid,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15822,Revision of upper eyelid,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15823,Revision of upper eyelid,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15824,Removal of forehead wrinkles,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15825,Removal of neck wrinkles,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15826,Removal of brow wrinkles,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15828,Removal of face wrinkles,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15829,Removal of skin wrinkles,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15830,Exc skin abd,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
15832,Excise excessive skin thigh,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15833,Excise excessive skin leg,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15834,Excise excessive skin hip,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15835,Excise excessive skin buttck,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15836,Excise excessive skin arm,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15837,Excise excess skin arm/hand,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15838,Excise excess skin fat pad,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15839,Excise excess skin & tissue,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15840,Nerve palsy fascial graft,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15841,Nerve palsy muscle graft,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15842,Nerve palsy microsurg graft,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15845,Skin and muscle repair face,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15847,Exc skin abd add-on,N,,,,,,,,
15850,Remove sutures same surgeon,T,5053,6.1518,$497.02,.,$99.41,,,
15851,Remove sutures diff surgeon,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15852,Dressing change not for burn,Q1,5053,6.1518,$497.02,.,$99.41,,,
15860,Test for blood flow in graft,Q1,5735,4.5003,$363.59,.,$72.72,,,
15876,Suction lipectomy head&neck,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15877,Suction lipectomy trunk,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15878,Suction lipectomy upr extrem,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15879,Suction lipectomy lwr extrem,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15920,Removal of tail bone ulcer,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15922,Removal of tail bone ulcer,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15931,Remove sacrum pressure sore,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15933,Remove sacrum pressure sore,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15934,Remove sacrum pressure sore,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15935,Remove sacrum pressure sore,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15936,Remove sacrum pressure sore,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15937,Remove sacrum pressure sore,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15940,Remove hip pressure sore,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15941,Remove hip pressure sore,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15944,Remove hip pressure sore,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15945,Remove hip pressure sore,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15946,Remove hip pressure sore,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15950,Remove thigh pressure sore,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
15951,Remove thigh pressure sore,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
15952,Remove thigh pressure sore,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15953,Remove thigh pressure sore,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15956,Remove thigh pressure sore,T,5054,20.0852,"$1,622.74",.,$324.55,,,
15958,Remove thigh pressure sore,T,5055,36.8508,"$2,977.29",.,$595.46,,,
15999,Removal of pressure sore,T,5071,7.5503,$610.01,.,$122.01,,,
16000,Initial treatment of burn(s),Q1,5051,2.1627,$174.73,.,$34.95,,,
16020,Dress/debrid p-thick burn s,Q1,5051,2.1627,$174.73,.,$34.95,,,
16025,Dress/debrid p-thick burn m,T,5051,2.1627,$174.73,.,$34.95,,,
16030,Dress/debrid p-thick burn l,T,5052,3.9547,$319.51,.,$63.91,,,
16035,Incision of burn scab initi,T,5052,3.9547,$319.51,.,$63.91,,,
16036,Escharotomy addl incision,C,,,,,,,,
17000,Destruct premalg lesion,Q1,5051,2.1627,$174.73,.,$34.95,,,
17003,Destruct premalg les 2-14,N,,,,,,,,
17004,Destroy premal lesions 15/>,T,5052,3.9547,$319.51,.,$63.91,,,
17106,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17107,Destruction of skin lesions,T,5053,6.1518,$497.02,.,$99.41,,,
17108,Destruction of skin lesions,T,5054,20.0852,"$1,622.74",.,$324.55,,,
17110,Destruct b9 lesion 1-14,Q1,5051,2.1627,$174.73,.,$34.95,,,
17111,Destruct lesion 15 or more,Q1,5051,2.1627,$174.73,.,$34.95,,,
17250,Chem caut of granltj tissue,Q1,5051,2.1627,$174.73,.,$34.95,,,
17260,Destruction of skin lesions,Q1,5051,2.1627,$174.73,.,$34.95,,,
17261,Destruction of skin lesions,Q1,5051,2.1627,$174.73,.,$34.95,,,
17262,Destruction of skin lesions,Q1,5051,2.1627,$174.73,.,$34.95,,,
17263,Destruction of skin lesions,Q1,5051,2.1627,$174.73,.,$34.95,,,
17264,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17266,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17270,Destruction of skin lesions,T,5051,2.1627,$174.73,.,$34.95,,,
17271,Destruction of skin lesions,T,5051,2.1627,$174.73,.,$34.95,,,
17272,Destruction of skin lesions,Q1,5051,2.1627,$174.73,.,$34.95,,,
17273,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17274,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17276,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17280,Destruction of skin lesions,Q1,5051,2.1627,$174.73,.,$34.95,,,
17281,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17282,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17283,Destruction of skin lesions,T,5052,3.9547,$319.51,.,$63.91,,,
17284,Destruction of skin lesions,T,5053,6.1518,$497.02,.,$99.41,,,
17286,Destruction of skin lesions,T,5053,6.1518,$497.02,.,$99.41,,,
17311,Mohs 1 stage h/n/hf/g,T,5053,6.1518,$497.02,.,$99.41,,,
17312,Mohs addl stage,N,,,,,,,,
17313,Mohs 1 stage t/a/l,T,5053,6.1518,$497.02,.,$99.41,,,
17314,Mohs addl stage t/a/l,N,,,,,,,,
17315,Mohs surg addl block,N,,,,,,,,
17340,Cryotherapy of skin,Q1,5732,0.4138,$33.43,.,$6.69,,,
17360,Skin peel therapy,Q1,5051,2.1627,$174.73,.,$34.95,,,
17380,Hair removal by electrolysis,T,5053,6.1518,$497.02,.,$99.41,,,
17999,Skin tissue procedure,Q1,5051,2.1627,$174.73,.,$34.95,,,
19000,Drainage of breast lesion,T,5071,7.5503,$610.01,.,$122.01,,,
19001,Drain breast lesion add-on,N,,,,,,,,
19020,Incision of breast lesion,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
19030,Injection for breast x-ray,N,,,,,,,,
19081,Bx breast 1st lesion strtctc,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
19082,Bx breast add lesion strtctc,N,,,,,,,,
19083,Bx breast 1st lesion us imag,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
19084,Bx breast add lesion us imag,N,,,,,,,,
19085,Bx breast 1st lesion mr imag,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
19086,Bx breast add lesion mr imag,N,,,,,,,,
19100,Bx breast percut w/o image,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
19101,Biopsy of breast open,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19105,Cryosurg ablate fa each,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19110,Nipple exploration,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19112,Excise breast duct fistula,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19120,Removal of breast lesion,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19125,Excision breast lesion,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19126,Excision addl breast lesion,N,,,,,,,,
19281,Perq device breast 1st imag,Q1,5071,7.5503,$610.01,.,$122.01,,,
19282,Perq device breast ea imag,N,,,,,,,,
19283,Perq dev breast 1st strtctc,Q1,5071,7.5503,$610.01,.,$122.01,,,
19284,Perq dev breast add strtctc,N,,,,,,,,
19285,Perq dev breast 1st us imag,Q1,5071,7.5503,$610.01,.,$122.01,,,
19286,Perq dev breast add us imag,N,,,,,,,,
19287,Perq dev breast 1st mr guide,Q1,5071,7.5503,$610.01,.,$122.01,,,
19288,Perq dev breast add mr guide,N,,,,,,,,
19294,Prep tum cav iort prtl mast,N,,,,,,,,
19296,Place po breast cath for rad,J1,5093,100.6964,"$8,135.56",.,"$1,627.12",*,,
19297,Place breast cath for rad,N,,,,,,,,
19298,Place breast rad tube/caths,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19300,Removal of breast tissue,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19301,Partial mastectomy,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19302,P-mastectomy w/ln removal,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19303,Mast simple complete,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19305,Mast radical,C,,,,,,,,
19306,Mast rad urban type,C,,,,,,,,
19307,Mast mod rad,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19316,Suspension of breast,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19318,Reduction of large breast,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19324,Enlarge breast,J1,5093,100.6964,"$8,135.56",.,"$1,627.12",*,,
19325,Enlarge breast with implant,J1,5093,100.6964,"$8,135.56",.,"$1,627.12",*,,
19328,Removal of breast implant,Q2,5091,37.4977,"$3,029.55",.,$605.91,,,
19330,Removal of implant material,Q2,5091,37.4977,"$3,029.55",.,$605.91,,,
19340,Immediate breast prosthesis,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19342,Delayed breast prosthesis,J1,5093,100.6964,"$8,135.56",.,"$1,627.12",*,,
19350,Breast reconstruction,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19355,Correct inverted nipple(s),J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19357,Breast reconstruction,J1,5094,171.4670,"$13,853.33",.,"$2,770.67",*,,
19361,Breast reconstr w/lat flap,C,,,,,,,,
19364,Breast reconstruction,C,,,,,,,,
19366,Breast reconstruction,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19367,Breast reconstruction,C,,,,,,,,
19368,Breast reconstruction,C,,,,,,,,
19369,Breast reconstruction,C,,,,,,,,
19370,Surgery of breast capsule,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19371,Removal of breast capsule,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19380,Revise breast reconstruction,J1,5092,64.8236,"$5,237.29",.,"$1,047.46",,,
19396,Design custom breast implant,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
19499,Breast surgery procedure,J1,5091,37.4977,"$3,029.55",.,$605.91,,,
20100,Explore wound neck,T,5162,5.4673,$441.72,.,$88.35,,,
20101,Explore wound chest,T,5054,20.0852,"$1,622.74",.,$324.55,,,
20102,Explore wound abdomen,T,5054,20.0852,"$1,622.74",.,$324.55,,,
20103,Explore wound extremity,T,5071,7.5503,$610.01,.,$122.01,,,
20150,Excise epiphyseal bar,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
20200,Muscle biopsy,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
20205,Deep muscle biopsy,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
20206,Needle biopsy muscle,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
20220,Bone biopsy trocar/needle,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
20225,Bone biopsy trocar/needle,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
20240,Bone biopsy open superficial,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
20245,Bone biopsy open deep,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
20250,Open bone biopsy,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
20251,Open bone biopsy,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
20500,Injection of sinus tract,J1,5163,16.7012,"$1,349.34",.,$269.87,,,
20501,Inject sinus tract for x-ray,N,,,,,,,,
20520,Removal of foreign body,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
20525,Removal of foreign body,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
20526,Ther injection carp tunnel,T,5441,3.2400,$261.77,.,$52.36,,,
20527,Inj dupuytren cord w/enzyme,T,5441,3.2400,$261.77,.,$52.36,,,
20550,Inj tendon sheath/ligament,T,5441,3.2400,$261.77,.,$52.36,,,
20551,Inj tendon origin/insertion,T,5441,3.2400,$261.77,.,$52.36,,,
20552,Inj trigger point 1/2 muscl,T,5441,3.2400,$261.77,.,$52.36,,,
20553,Inject trigger points 3/>,T,5441,3.2400,$261.77,.,$52.36,,,
20555,Place ndl musc/tis for rt,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
20560,Ndl insj w/o njx 1 or 2 musc,E1,,,,,,,,
20561,Ndl insj w/o njx 3+ musc,E1,,,,,,,,
20600,Drain/inj joint/bursa w/o us,T,5441,3.2400,$261.77,.,$52.36,,,
20604,Drain/inj joint/bursa w/us,T,5441,3.2400,$261.77,.,$52.36,,,
20605,Drain/inj joint/bursa w/o us,T,5441,3.2400,$261.77,.,$52.36,,,
20606,Drain/inj joint/bursa w/us,T,5442,7.7364,$625.05,.,$125.01,,,
20610,Drain/inj joint/bursa w/o us,T,5441,3.2400,$261.77,.,$52.36,,,
20611,Drain/inj joint/bursa w/us,T,5441,3.2400,$261.77,.,$52.36,,,
20612,Aspirate/inj ganglion cyst,T,5441,3.2400,$261.77,.,$52.36,,,
20615,Treatment of bone cyst,T,5071,7.5503,$610.01,.,$122.01,,,
20650,Insert and remove bone pin,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
20660,Apply rem fixation device,Q2,5112,16.7761,"$1,355.39",.,$271.08,,,
20661,Application of head brace,C,,,,,,,,
20662,Application of pelvis brace,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
20663,Application of thigh brace,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
20664,Application of halo,C,,,,,,,,
20665,Removal of fixation device,Q1,5735,4.5003,$363.59,.,$72.72,,,
20670,Removal of support implant,Q2,5072,16.9891,"$1,372.60",.,$274.52,,,
20680,Removal of support implant,Q2,5073,28.7016,"$2,318.89",.,$463.78,,,
20690,Apply bone fixation device,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
20692,Apply bone fixation device,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
20693,Adjust bone fixation device,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
20694,Remove bone fixation device,Q2,5112,16.7761,"$1,355.39",.,$271.08,,,
20696,Comp multiplane ext fixation,J1,5116,197.3696,"$15,946.08",.,"$3,189.22",*,,
20697,Comp ext fixate strut change,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
20700,Mnl prep&insj dp rx dlvr dev,N,,,,,,,,
20701,Rmvl deep rx delivery device,N,,,,,,,,
20702,Mnl prep&insj imed rx dev,N,,,,,,,,
20703,Rmvl imed rx delivery device,N,,,,,,,,
20704,Mnl prep&insj i-artic rx dev,N,,,,,,,,
20705,Rmvl i-artic rx delivery dev,N,,,,,,,,
20802,Replantation arm complete,C,,,,,,,,
20805,Replant forearm complete,C,,,,,,,,
20808,Replantation hand complete,C,,,,,,,,
20816,Replantation digit complete,C,,,,,,,,
20822,Replantation digit complete,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
20824,Replantation thumb complete,C,,,,,,,,
20827,Replantation thumb complete,C,,,,,,,,
20838,Replantation foot complete,C,,,,,,,,
20900,Removal of bone for graft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
20902,Removal of bone for graft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
20910,Remove cartilage for graft,T,5053,6.1518,$497.02,.,$99.41,,,
20912,Remove cartilage for graft,T,5055,36.8508,"$2,977.29",.,$595.46,,,
20920,Removal of fascia for graft,T,5054,20.0852,"$1,622.74",.,$324.55,,,
20922,Removal of fascia for graft,T,5054,20.0852,"$1,622.74",.,$324.55,,,
20924,Removal of tendon for graft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
20930,Sp bone algrft morsel add-on,N,,,,,,,,
20931,Sp bone algrft struct add-on,N,,,,,,,,
20932,Osteoart algrft w/surf & b1,N,,,,,,,,
20933,Hemicrt intrclry algrft prtl,N,,,,,,,,
20934,Intercalary algrft compl,N,,,,,,,,
